ID;USERID;ADDRESSTEXT;COUNTRY;CITY;TOWN
2727;1134;CUMHURİYET MAH.KASIRGA SOKAK NO:398 93688 KELKİT/GÜMÜŞHANE;TÜRKİYE;GÜMÜŞHANE;KELKİT
2728;1135;HASANPAŞA MAH.KAVŞAK SOKAK NO:715 96423 SULTANBEYLİ/İSTANBUL;TÜRKİYE;İSTANBUL;SULTANBEYLİ
2729;1135;ACIBADEM MAH.NECİP BEY SOKAK NO:58 95998 KADIKÖY/İSTANBUL;TÜRKİYE;İSTANBUL;KADIKÖY
2730;1135;REKMEZ MAH.GÜL SOKAK NO:329 83523 SULTANHİSAR/AYDIN;TÜRKİYE;AYDIN;SULTANHİSAR
2731;1135;DEDEKORKUT MAH.GEYVE SOKAK NO:95 100523 MERAM/KONYA;TÜRKİYE;KONYA;MERAM
2732;1136;BAŞKARCI-AŞAĞI MAH.1018. SOKAK NO:19 126215 DENİZLİ MERKEZ/DENİZLİ;TÜRKİYE;DENİZLİ;DENİZLİ MERKEZ
2733;1136;ALTINOVA MAH.1.KALE SOKAK NO:311 85987 OSMANGAZİ/BURSA;TÜRKİYE;BURSA;OSMANGAZİ
2734;1136;ARSLANPAŞA MAH.ASLANPAŞA 87 SOKAK NO:25 78547 KOZAN/ADANA;TÜRKİYE;ADANA;KOZAN
2735;1138;ZEYTİNLİK MAH.1187. SOKAK NO:199 96738 KONAK/İZMİR;TÜRKİYE;İZMİR;KONAK
2736;1138;ŞAMLI-ÇAY MAH.BEŞEVLER SOKAK NO:692 124615 BALIKESİR MERKEZ/BALIKESİR;TÜRKİYE;BALIKESİR;BALIKESİR MERKEZ
2737;1139;ESENLER MAH.KUMRU SOKAK NO:458 96105 PENDİK/İSTANBUL;TÜRKİYE;İSTANBUL;PENDİK
2738;1139;MEHTERÇEŞME MAH.1942. SOKAK NO:76 119326 ESENYURT/İSTANBUL;TÜRKİYE;İSTANBUL;ESENYURT
2739;1139;TAŞYAKA MAH.ŞHT.HAMZA ATAKUL SOKAK NO:819 85692 ALTINYAYLA/BURDUR/BURDUR;TÜRKİYE;BURDUR;ALTINYAYLA/BURDUR
2740;1139;DAĞBELİ-EMNİYET MAH.43. SOKAK NO:480 82090 DÖŞEMEALTI/ANTALYA;TÜRKİYE;ANTALYA;DÖŞEMEALTI
2741;1140;UĞUR MUMCU MAH.2259. SOKAK NO:370 119365 SULTANGAZİ/İSTANBUL;TÜRKİYE;İSTANBUL;SULTANGAZİ
2742;1141;ORTAKARAÖREN-TATLISU-OYMAK MAH.KÖRKUYU CADDESİ SOKAK NO:587 101541 SEYDİŞEHİR/KONYA;TÜRKİYE;KONYA;SEYDİŞEHİR
2743;1141;HALKALI MERKEZ MAH.ZAFER CÖMERT SOKAK NO:333 96067 KÜÇÜKÇEKMECE/İSTANBUL;TÜRKİYE;İSTANBUL;KÜÇÜKÇEKMECE
2744;1141;YENİ MAH.KOR SOKAK NO:394 81933 POLATLI/ANKARA;TÜRKİYE;ANKARA;POLATLI
2745;1142;BAĞLAR MAH.528 NCİ SOKAK NO:605 117186 IĞDIR MERKEZ/IĞDIR;TÜRKİYE;IĞDIR;IĞDIR MERKEZ
2746;1142;ATATÜRK MAH.YALI YOLU CADDESİ SOKAK NO:183 100205 GÖLCÜK/KOCAELİ;TÜRKİYE;KOCAELİ;GÖLCÜK
2747;1142;GÜRÇAM KÖYÜ MAH.KINGILAR MEVKİ SOKAK NO:762 85489 MUDURNU/BOLU;TÜRKİYE;BOLU;MUDURNU
2748;1143;ALAÇATI-YENİMECİDİYE MAH.2055. SOKAK NO:42 71791 ÇEŞME/İZMİR;TÜRKİYE;İZMİR;ÇEŞME
2749;1144;YALI MAH.TEPELİ SOKAK NO:453 111878 TRABZON MERKEZ/TRABZON;TÜRKİYE;TRABZON;TRABZON MERKEZ
2750;1145;KOCAVİLAYET MAH.2920. SOKAK NO:300 119750 YENİŞEHİR/MERSİN;TÜRKİYE;MERSİN;YENİŞEHİR
2751;1145;SEMİZKUMLAR MAH.ALIÇ SOKAK NO:412 96406 SİLİVRİ/İSTANBUL;TÜRKİYE;İSTANBUL;SİLİVRİ
2752;1145;ESMER ÇAYIR MAH.ESMERÇAYIR 27. SOKAK NO:527 113322 SİVEREK/ŞANLIURFA;TÜRKİYE;ŞANLIURFA;SİVEREK
2753;1146;PİRÖMER MAH.İSMET PAŞA CADDESİ SOKAK NO:618 101106 EREĞLİ/KONYA/KONYA;TÜRKİYE;KONYA;EREĞLİ/KONYA
2754;1146;HAVUZ-ZAFER MAH.SİVAS CADDESİ SOKAK NO:852 110476 KANGAL/SİVAS;TÜRKİYE;SİVAS;KANGAL
2755;1146;ÇINAR MAH.5010. SOKAK NO:311 96492 BORNOVA/İZMİR;TÜRKİYE;İZMİR;BORNOVA
2756;1146;ÇINARLI MAH.HÜSNÜ BAŞAT PAŞA SOKAK NO:792 110879 TEKİRDAĞ MERKEZ/TEKİRDAĞ;TÜRKİYE;TEKİRDAĞ;TEKİRDAĞ MERKEZ
2757;1147;UĞRAKLI KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:397 124681 AKÇAKALE/ŞANLIURFA;TÜRKİYE;ŞANLIURFA;AKÇAKALE
2758;1147;BAYRAM HACILI MAH.1342. SOKAK NO:747 118891 SARIÇAM/ADANA;TÜRKİYE;ADANA;SARIÇAM
2759;1147;KOŞUKAVAK MAH.4223. SOKAK NO:209 96478 BORNOVA/İZMİR;TÜRKİYE;İZMİR;BORNOVA
2760;1148;KARLIKTEPE MAH.ENGİN SOKAK NO:872 96044 KARTAL/İSTANBUL;TÜRKİYE;İSTANBUL;KARTAL
2761;1148;HOTAMIŞ-TAŞPINAR MAH.ATÇUKURU MEYDANI SOKAK NO:299 75772 KARAPINAR/KONYA;TÜRKİYE;KONYA;KARAPINAR
2762;1148;YENİCE KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:556 95325 GÜLNAR/MERSİN;TÜRKİYE;MERSİN;GÜLNAR
2763;1148;MAHMUDİYE MAH.1.BLOK BELEDİYE SİTESİ SOKAK NO:741 86310 İNEGÖL/BURSA;TÜRKİYE;BURSA;İNEGÖL
2764;1150;71 EVLER MAH.BÜNYAMİN SOKAK NO:776 119141 ODUNPAZARI/ESKİŞEHİR;TÜRKİYE;ESKİŞEHİR;ODUNPAZARI
2765;1150;GÖZALAN KÖYÜ MAH.OTKUNLAR MEVKİ SOKAK NO:453 123940 TRABZON MERKEZ/TRABZON;TÜRKİYE;TRABZON;TRABZON MERKEZ
2766;1151;TAYTAN-ATATÜRK MAH.CUMHURİYET CADDESİ SOKAK NO:849 103650 SALİHLİ/MANİSA;TÜRKİYE;MANİSA;SALİHLİ
2767;1151;BATIKENT MAH.09169 . SOKAK NO:609 92404 ŞEHİTKAMİL/GAZİANTEP;TÜRKİYE;GAZİANTEP;ŞEHİTKAMİL
2768;1152;KAZIM KARABEKİR MAH.SELAMLIK SOKAK NO:58 119823 İLKADIM/SAMSUN;TÜRKİYE;SAMSUN;İLKADIM
2769;1152;PAMUKÖREN-KURTULUŞ MAH.HURMA SOKAK NO:514 120660 KUYUCAK/AYDIN;TÜRKİYE;AYDIN;KUYUCAK
2770;1152;SAFA MAH.AHİ SOKAK NO:437 119347 SANCAKTEPE/İSTANBUL;TÜRKİYE;İSTANBUL;SANCAKTEPE
2771;1152;YAZIR MAH.UMUTLU SOKAK NO:831 100683 SELÇUKLU/KONYA;TÜRKİYE;KONYA;SELÇUKLU
2772;1153;AKÇA-ALPASLAN MAH.SEFERLİ SOKAK NO:311 111360 ERBAA/TOKAT;TÜRKİYE;TOKAT;ERBAA
2773;1153;DİCLE MAH.CEYHAN SOKAK NO:609 105040 NUSAYBİN/MARDİN;TÜRKİYE;MARDİN;NUSAYBİN
2774;1153;FATİH MAH.DUMAN SOKAK NO:698 95728 BEYKOZ/İSTANBUL;TÜRKİYE;İSTANBUL;BEYKOZ
2775;1154;YENİ ÇAMLICA MAH.REŞİT PAŞA CADDESİ SOKAK NO:834 119277 ATAŞEHİR/İSTANBUL;TÜRKİYE;İSTANBUL;ATAŞEHİR
2776;1154;KOCASİNAN_MERKEZ MAH.ÖZBEK SOKAK NO:374 95668 BAHÇELİEVLER/İSTANBUL;TÜRKİYE;İSTANBUL;BAHÇELİEVLER
2777;1154;ARGITHANI-TORUN MAH.AKÇAKAYALAR SOKAK NO:860 71959 ILGIN/KONYA;TÜRKİYE;KONYA;ILGIN
2778;1154;ERENLER MAH.1168. SOKAK NO:426 119933 ERENLER/SAKARYA;TÜRKİYE;SAKARYA;ERENLER
2779;1155;MEDRESE MAH.KÜÇÜK SOKAK NO:24 81677 HAYMANA/ANKARA;TÜRKİYE;ANKARA;HAYMANA
2780;1155;OSMANGAZİ MAH.DOLAPLI SOKAK NO:663 86043 OSMANGAZİ/BURSA;TÜRKİYE;BURSA;OSMANGAZİ
2781;1155;SIRASÖĞÜTLER MAH.1648. SOKAK NO:529 119497 DARICA/KOCAELİ;TÜRKİYE;KOCAELİ;DARICA
2782;1156;GEZİN-GÖL ÖNÜ MAH.4.. SOKAK NO:267 90483 MADEN/ELAZIĞ;TÜRKİYE;ELAZIĞ;MADEN
2783;1156;SÜMER MAH.1345. SOKAK NO:589 115847 KARAMAN MERKEZ/KARAMAN;TÜRKİYE;KARAMAN;KARAMAN MERKEZ
2784;1156;BÜYÜKCAMİ MAH.GÜVEN SOKAK NO:649 93687 KELKİT/GÜMÜŞHANE;TÜRKİYE;GÜMÜŞHANE;KELKİT
2785;1157;YENİKÖY MAH.KÖYBAŞI CADDESİ SOKAK NO:777 96159 SARIYER/İSTANBUL;TÜRKİYE;İSTANBUL;SARIYER
2786;1158;ŞAİR EŞREF MAH.AZİZ SOKAK NO:19 89161 SERİNHİSAR/DENİZLİ;TÜRKİYE;DENİZLİ;SERİNHİSAR
2787;1159;HİSAR MAH.SUSAM SOKAK NO:643 79344 BOLVADİN/AFYONKARAHİSAR;TÜRKİYE;AFYONKARAHİSAR;BOLVADİN
2788;1159;FETHİYE MAH.CAN SOKAK NO:514 85923 NİLÜFER/BURSA;TÜRKİYE;BURSA;NİLÜFER
2789;1160;BAHÇELİEVLER MAH.93. SOKAK NO:474 81023 GÖLBAŞI/ANKARA/ANKARA;TÜRKİYE;ANKARA;GÖLBAŞI/ANKARA
2790;1161;TALATPAŞA MAH.1009. SOKAK NO:516 119332 ESENYURT/İSTANBUL;TÜRKİYE;İSTANBUL;ESENYURT
2791;1161;KORU-CUMHURİYET MAH.UMUT YOLU SOKAK NO:720 117390 ÇINARCIK/YALOVA;TÜRKİYE;YALOVA;ÇINARCIK
2792;1161;ULUBEY MAH.861/5 SOKAK NO:272 80864 ALTINDAĞ/ANKARA;TÜRKİYE;ANKARA;ALTINDAĞ
2793;1162;HARMANLI-CUMHURİYET MAH.DEĞİRMEN KÜME EVLERİ SOKAK NO:628 75527 GÖLBAŞI/ADIYAMAN/ADIYAMAN;TÜRKİYE;ADIYAMAN;GÖLBAŞI/ADIYAMAN
2794;1162;AYDOĞAN MAH.39-26 SOKAK NO:237 109885 SİVAS MERKEZ/SİVAS;TÜRKİYE;SİVAS;SİVAS MERKEZ
2795;1162;HAMİDİYE MAH.ŞAHİN SOKAK NO:574 86225 GEMLİK/BURSA;TÜRKİYE;BURSA;GEMLİK
2796;1162;FATİH MAH.ŞEYH ŞAMİL CADDESİ SOKAK NO:134 79137 AFYONKARAHİSAR MERKEZ/AFYONKARAHİSAR;TÜRKİYE;AFYONKARAHİSAR;AFYONKARAHİSAR MERKEZ
2797;1163;YUNUS EMRE MAH.4061. SOKAK NO:168 107778 AKYAZI/SAKARYA;TÜRKİYE;SAKARYA;AKYAZI
2798;1164;8 ŞUBAT MAH.82110 NOLU SOKAK NO:207 92395 ŞEHİTKAMİL/GAZİANTEP;TÜRKİYE;GAZİANTEP;ŞEHİTKAMİL
2799;1164;GÜLVEREN MAH.ELVAN SOKAK NO:877 81929 POLATLI/ANKARA;TÜRKİYE;ANKARA;POLATLI
2800;1164;DEREAĞZI MAH.7048. SOKAK NO:281 111018 MARMARAEREĞLİSİ/TEKİRDAĞ;TÜRKİYE;TEKİRDAĞ;MARMARAEREĞLİSİ
2801;1164;KADIKÖY-MERKEZ MAH.MİMOZA SOKAK NO:172 117341 YALOVA MERKEZ/YALOVA;TÜRKİYE;YALOVA;YALOVA MERKEZ
2802;1165;ÇALI MAH.95. SOKAK NO:353 85917 NİLÜFER/BURSA;TÜRKİYE;BURSA;NİLÜFER
2803;1165;SOĞUKSU KÖYÜ MAH.MERKEZ MEVKİ SOKAK NO:152 87848 ÇORUM MERKEZ/ÇORUM;TÜRKİYE;ÇORUM;ÇORUM MERKEZ
2804;1165;BAĞLAR MAH.BAĞLAR 63 SOKAK NO:861 78549 KOZAN/ADANA;TÜRKİYE;ADANA;KOZAN
2805;1166;YUKARI MAH.1. SOKAK NO:224 81644 GÜDÜL/ANKARA;TÜRKİYE;ANKARA;GÜDÜL
2806;1166;100.YIL MAH.1634. SOKAK NO:550 126271 BANDIRMA/BALIKESİR;TÜRKİYE;BALIKESİR;BANDIRMA
2807;1166;YAVUZSELİM MAH.EMRE SOKAK NO:416 81544 ÇUBUK/ANKARA;TÜRKİYE;ANKARA;ÇUBUK
2808;1167;YENİ MAH.1521. SOKAK NO:868 107900 HENDEK/SAKARYA;TÜRKİYE;SAKARYA;HENDEK
2809;1167;KAYNAKKAYA KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:634 105090 ÖMERLİ/MARDİN;TÜRKİYE;MARDİN;ÖMERLİ
2810;1167;BÜYÜK AĞRI MAH.AKKUŞ ( 431 ) SOKAK NO:353 80145 DOĞUBAYAZIT/AĞRI;TÜRKİYE;AĞRI;DOĞUBAYAZIT
2811;1167;DABANOĞLU MAH.ÇAKMAK SOKAK NO:805 118835 SUR/DİYARBAKIR;TÜRKİYE;DİYARBAKIR;SUR
2812;1168;LİMONTEPE MAH.9723. SOKAK NO:273 119422 KARABAĞLAR/İZMİR;TÜRKİYE;İZMİR;KARABAĞLAR
2813;1168;KURTULUŞ MAH.DİCLE SOKAK NO:439 83378 KUYUCAK/AYDIN;TÜRKİYE;AYDIN;KUYUCAK
2814;1168;CEM SULTAN MAH.MİMAR SİNAN CADDESİ SOKAK NO:108 87619 ORTA/ÇANKIRI;TÜRKİYE;ÇANKIRI;ORTA
2815;1169;ÇUKURCA KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:789 109302 BAYKAN/SİİRT;TÜRKİYE;SİİRT;BAYKAN
2816;1170;KARACAKILAVUZ-MİMARSİNAN MAH.GÜL SOKAK NO:20 72269 TEKİRDAĞ MERKEZ/TEKİRDAĞ;TÜRKİYE;TEKİRDAĞ;TEKİRDAĞ MERKEZ
2817;1170;ATALAR-CUMHURİYET MAH.PİRİCE KÜME EVLERİ SOKAK NO:26 95550 TARSUS/MERSİN;TÜRKİYE;MERSİN;TARSUS
2818;1170;KOYUNBEYLİ KÖYÜ MAH.ALTINBAŞAK MEVKİ SOKAK NO:769 113606 UŞAK MERKEZ/UŞAK;TÜRKİYE;UŞAK;UŞAK MERKEZ
2819;1171;ATATÜRK MAH.5.FEZA SOKAK NO:678 113542 UŞAK MERKEZ/UŞAK;TÜRKİYE;UŞAK;UŞAK MERKEZ
2820;1171;ESKİ HAMAM MAH.ZAFERTEPE SOKAK NO:479 79711 İSCEHİSAR/AFYONKARAHİSAR;TÜRKİYE;AFYONKARAHİSAR;İSCEHİSAR
2821;1171;ÇAMLIK MAH.92. SOKAK NO:311 114368 AKDAĞMADENİ/YOZGAT;TÜRKİYE;YOZGAT;AKDAĞMADENİ
2822;1172;BALİBEY MAH.ZEYTİN SOKAK NO:756 96432 ŞİLE/İSTANBUL;TÜRKİYE;İSTANBUL;ŞİLE
2823;1172;SATI KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:356 121776 DEVELİ/KAYSERİ;TÜRKİYE;KAYSERİ;DEVELİ
2824;1172;BÜYÜKYONCALI-AZİZİYE MAH.EMEKTAR SOKAK NO:257 111054 SARAY/TEKİRDAĞ/TEKİRDAĞ;TÜRKİYE;TEKİRDAĞ;SARAY/TEKİRDAĞ
2825;1172;MESUDİYE MAH.AĞAÇ SOKAK NO:253 83164 GERMENCİK/AYDIN;TÜRKİYE;AYDIN;GERMENCİK
2826;1173;CAMİ ATİK MAH.HASAN TÜTÜNCÜ SOKAK NO:886 110993 MALKARA/TEKİRDAĞ;TÜRKİYE;TEKİRDAĞ;MALKARA
2827;1173;FINDIKPINARI-BEŞKOZ MAH.136. SOKAK NO:344 95080 MEZİTLİ/MERSİN;TÜRKİYE;MERSİN;MEZİTLİ
2828;1173;DURANTAŞ MAH.ŞAHİN SOKAK NO:6 92282 ŞAHİNBEY/GAZİANTEP;TÜRKİYE;GAZİANTEP;ŞAHİNBEY
2829;1173;ERTUĞRUL GAZİ MAH.361. SOKAK NO:366 112837 ŞANLIURFA MERKEZ/ŞANLIURFA;TÜRKİYE;ŞANLIURFA;ŞANLIURFA MERKEZ
2830;1174;İSTİKLAL MAH.AŞIK VEYSEL CADDESİ SOKAK NO:418 86266 GÜRSU/BURSA;TÜRKİYE;BURSA;GÜRSU
2831;1174;FATİH MAH.VATAN CADDESİ SOKAK NO:138 92837 OĞUZELİ/GAZİANTEP;TÜRKİYE;GAZİANTEP;OĞUZELİ
2832;1175;CUMHURİYET MAH.6677. SOKAK NO:81 96618 KARŞIYAKA/İZMİR;TÜRKİYE;İZMİR;KARŞIYAKA
2833;1176;TOROS MAH.282. SOKAK NO:698 95431 SİLİFKE/MERSİN;TÜRKİYE;MERSİN;SİLİFKE
2834;1177;GÖZNE-YUKARI GÖZNE MAH.252. SOKAK NO:701 95064 TOROSLAR/MERSİN;TÜRKİYE;MERSİN;TOROSLAR
2835;1177;TANDOĞAN MAH.7.SOK 2.ARA SOKAK NO:530 102439 MALATYA MERKEZ/MALATYA;TÜRKİYE;MALATYA;MALATYA MERKEZ
2836;1177;GÖZCÜLER-PINARBAŞI MAH.110. SOKAK NO:122 122232 İSKENDERUN/HATAY;TÜRKİYE;HATAY;İSKENDERUN
2837;1177;KARAÖZÜ-GAZİPAŞA MAH.TERELİ SOKAK NO:23 99364 SARIOĞLAN/KAYSERİ;TÜRKİYE;KAYSERİ;SARIOĞLAN
2838;1178;HÜRRİYET MAH.ARAS SOKAK NO:760 81209 SİNCAN/ANKARA;TÜRKİYE;ANKARA;SİNCAN
2839;1178;ÇINARLI KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:758 106274 ÇİFTLİK/NİĞDE;TÜRKİYE;NİĞDE;ÇİFTLİK
2840;1178;H.EDİP ADIVAR MAH.ALAATTİN ELMAS (İPEK BÖCEĞİ) SOKAK NO:159 96182 ŞİŞLİ/İSTANBUL;TÜRKİYE;İSTANBUL;ŞİŞLİ
2841;1179;KARAASLAN AYBAHÇE MAH.FİRUZE SOKAK NO:812 100553 MERAM/KONYA;TÜRKİYE;KONYA;MERAM
2842;1179;YÜREKLİ MAH.5591. SOKAK NO:652 118914 SARIÇAM/ADANA;TÜRKİYE;ADANA;SARIÇAM
2843;1179;YENİPINAR MAH.311. SOKAK NO:344 78790 ADIYAMAN MERKEZ/ADIYAMAN;TÜRKİYE;ADIYAMAN;ADIYAMAN MERKEZ
2844;1180;71 EVLER MAH.ÜNAY SOKAK NO:128 119141 ODUNPAZARI/ESKİŞEHİR;TÜRKİYE;ESKİŞEHİR;ODUNPAZARI
2845;1181;UZUN BANI MAH.ERTUĞRUL GAZİ SOKAK NO:338 118061 DÜZİÇİ/OSMANİYE;TÜRKİYE;OSMANİYE;DÜZİÇİ
2846;1181;BARIŞ MAH.SUSAM SOKAK NO:633 105038 NUSAYBİN/MARDİN;TÜRKİYE;MARDİN;NUSAYBİN
2847;1181;BARBAROS MAH.AYASOFYA CADDESİ SOKAK NO:284 81523 ÇUBUK/ANKARA;TÜRKİYE;ANKARA;ÇUBUK
2848;1182;YAHYA KEMAL MAH.72099. SOKAK NO:454 104010 KAHRAMANMARAŞ MERKEZ/KAHRAMANMARAŞ;TÜRKİYE;KAHRAMANMARAŞ;KAHRAMANMARAŞ MERKEZ
2849;1182;ŞEHİTLER MAH.ÇEVRE YOLU CADDESİ SOKAK NO:246 105666 KORKUT/MUŞ;TÜRKİYE;MUŞ;KORKUT
2850;1183;GÜNDOĞDU-TURGUT MAH.İPEK SOKAK NO:381 110872 TEKİRDAĞ MERKEZ/TEKİRDAĞ;TÜRKİYE;TEKİRDAĞ;TEKİRDAĞ MERKEZ
2851;1183;YAKUPOĞLAN-CUMHURİYET MAH.2. SOKAK NO:319 76441 SİVAS MERKEZ/SİVAS;TÜRKİYE;SİVAS;SİVAS MERKEZ
2852;1183;UYSALLI KÖYÜ MAH.KOVALI MEZRASI SOKAK NO:278 113405 SURUÇ/ŞANLIURFA;TÜRKİYE;ŞANLIURFA;SURUÇ
2853;1183;YEŞİLBAĞLAR MAH.647/27 SOKAK NO:189 96537 BUCA/İZMİR;TÜRKİYE;İZMİR;BUCA
2854;1185;GÜZELTEPE MAH.ZÜBEYDE HANIM CADDESİ SOKAK NO:613 96280 ÜSKÜDAR/İSTANBUL;TÜRKİYE;İSTANBUL;ÜSKÜDAR
2855;1186;GERMİYAN KÖYÜ MAH.7017. SOKAK NO:368 71793 ÇEŞME/İZMİR;TÜRKİYE;İZMİR;ÇEŞME
2856;1186;YASİN HAŞİMOĞLU MAH.NİLÜFER SOKAK NO:421 91453 OLTU/ERZURUM;TÜRKİYE;ERZURUM;OLTU
2857;1187;EMİRGAN MAH.SAF SAF SOKAK NO:658 96142 SARIYER/İSTANBUL;TÜRKİYE;İSTANBUL;SARIYER
2858;1187;KAZIM KARABEKİR MAH.OVA SOKAK NO:596 117331 YALOVA MERKEZ/YALOVA;TÜRKİYE;YALOVA;YALOVA MERKEZ
2859;1188;BAHŞİ MAH.TİRYAKİOĞLU CADDESİ SOKAK NO:328 108793 LADİK/SAMSUN;TÜRKİYE;SAMSUN;LADİK
2860;1189;KÜLTÜR MAH.3842. SOKAK NO:360 118748 KEPEZ/ANTALYA;TÜRKİYE;ANTALYA;KEPEZ
2861;1189;KAYHAN MAH.HURDACILAR SOKAK NO:464 86023 OSMANGAZİ/BURSA;TÜRKİYE;BURSA;OSMANGAZİ
2862;1189;KAFACA-YAYLA MAH.DAĞ DİBİ CADDESİ SOKAK NO:536 105179 MUĞLA MERKEZ/MUĞLA;TÜRKİYE;MUĞLA;MUĞLA MERKEZ
2863;1190;SARIYAPRAK-CUMHURİYET MAH.AKİF SOKAK NO:745 78897 BESNİ/ADIYAMAN;TÜRKİYE;ADIYAMAN;BESNİ
2864;1190;HATİPLER KÖYÜ MAH.220. SOKAK NO:90 82615 MANAVGAT/ANTALYA;TÜRKİYE;ANTALYA;MANAVGAT
2865;1190;ILICA-MERKEZ MAH.20. SOKAK NO:792 82618 MANAVGAT/ANTALYA;TÜRKİYE;ANTALYA;MANAVGAT
2866;1191;YENİ MAH.İRFAN IŞIK KÜME EVLERİ SOKAK NO:578 87204 GÖKÇEADA/ÇANAKKALE;TÜRKİYE;ÇANAKKALE;GÖKÇEADA
2867;1191;ILICA-ÇAY MAH.ŞENLİK SOKAK NO:17 75815 BALYA/BALIKESİR;TÜRKİYE;BALIKESİR;BALYA
2868;1193;SARISUNGUR KÖYÜ MAH.545. SOKAK NO:479 91855 ODUNPAZARI/ESKİŞEHİR;TÜRKİYE;ESKİŞEHİR;ODUNPAZARI
2869;1193;KARABURUN KÖYÜ MAH.BAYRAKTAR SOKAK NO:832 96388 ARNAVUTKÖY/İSTANBUL;TÜRKİYE;İSTANBUL;ARNAVUTKÖY
2870;1193;NECMETTİN MAH.157. SOKAK NO:505 104607 MARDİN MERKEZ/MARDİN;TÜRKİYE;MARDİN;MARDİN MERKEZ
2871;1194;GAZANFER MAH.DEMLİHÜDAİ SULTAN SOKAK NO:195 100533 MERAM/KONYA;TÜRKİYE;KONYA;MERAM
2872;1194;AĞARTI KÖYÜ MAH.YEŞİL MEZRASI SOKAK NO:293 122658 MUŞ MERKEZ/MUŞ;TÜRKİYE;MUŞ;MUŞ MERKEZ
2873;1195;HOROZLUHAN MAH.GÖZÜPEK SOKAK NO:862 100653 SELÇUKLU/KONYA;TÜRKİYE;KONYA;SELÇUKLU
2874;1195;YENİŞEHİR MAH.100. SOKAK NO:397 88632 DENİZLİ MERKEZ/DENİZLİ;TÜRKİYE;DENİZLİ;DENİZLİ MERKEZ
2875;1196;GÜZELTEPE MAH.LEVENT SOKAK NO:724 95830 EYÜP/İSTANBUL;TÜRKİYE;İSTANBUL;EYÜP
2876;1196;SAVAŞTEPE KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:562 87067 BİGA/ÇANAKKALE;TÜRKİYE;ÇANAKKALE;BİGA
2877;1196;YÜREĞİL-DEMİREL MAH.MİLLET CADDESİ SOKAK NO:323 79509 DAZKIRI/AFYONKARAHİSAR;TÜRKİYE;AFYONKARAHİSAR;DAZKIRI
2878;1197;BÜYÜK TORAMAN-İSTİKLAL MAH.DÖRTYOL SOKAK NO:359 99216 FELAHİYE/KAYSERİ;TÜRKİYE;KAYSERİ;FELAHİYE
2879;1197;ATMEYDANI MAH.2 NOLU SÜMBÜL SOKAK NO:413 107141 RİZE MERKEZ/RİZE;TÜRKİYE;RİZE;RİZE MERKEZ
2880;1197;KUMLUKALANI MAH.ONUR SOKAK NO:625 86260 GÜRSU/BURSA;TÜRKİYE;BURSA;GÜRSU
2881;1198;YEŞİLKÖY MAH.ERGUVAN SOKAK NO:322 95685 BAKIRKÖY/İSTANBUL;TÜRKİYE;İSTANBUL;BAKIRKÖY
2882;1198;ERECEK KÖYÜ MAH.YILMIKLI MEZRASI SOKAK NO:741 102944 YAZIHAN/MALATYA;TÜRKİYE;MALATYA;YAZIHAN
2883;1199;GÜLEÇ KÖYÜ MAH.MERKEZ MEVKİ SOKAK NO:761 95132 ANAMUR/MERSİN;TÜRKİYE;MERSİN;ANAMUR
2884;1199;GAZİ MAH.PİR SOKAK NO:336 100725 AKŞEHİR/KONYA;TÜRKİYE;KONYA;AKŞEHİR
2885;1199;GÜZELYAYLA-KIZILBAĞ MAH.332. SOKAK NO:635 95029 TOROSLAR/MERSİN;TÜRKİYE;MERSİN;TOROSLAR
2886;1200;ORTAKLAR-NAİPLİ MAH.GEÇİTLİ SOKAK NO:699 120403 GERMENCİK/AYDIN;TÜRKİYE;AYDIN;GERMENCİK
2887;1201;AKARCA MAH.KARÇİÇEĞİ SOKAK NO:881 119516 İZMİT/KOCAELİ;TÜRKİYE;KOCAELİ;İZMİT
2888;1201;ÇAĞLAYAN MAH.ÖNDER SOKAK NO:38 96035 KAĞITHANE/İSTANBUL;TÜRKİYE;İSTANBUL;KAĞITHANE
2889;1201;CUMHURİYET MAH.1614. SOKAK NO:875 119741 YENİŞEHİR/MERSİN;TÜRKİYE;MERSİN;YENİŞEHİR
2890;1202;ÇAĞLAYAN MAH.2080. SOKAK NO:709 118678 MURATPAŞA/ANTALYA;TÜRKİYE;ANTALYA;MURATPAŞA
2891;1202;İSMETPAŞA MAH.ABİDE SOKAK NO:657 87126 ECEABAT/ÇANAKKALE;TÜRKİYE;ÇANAKKALE;ECEABAT
2892;1202;ÖZLÜCE MAH.DOSTLUK CADDESİ SOKAK NO:306 85949 NİLÜFER/BURSA;TÜRKİYE;BURSA;NİLÜFER
2893;1203;FATİH SULTAN MEHMET MAH.DOSTANE ÇIKMAZI SOKAK NO:196 96143 SARIYER/İSTANBUL;TÜRKİYE;İSTANBUL;SARIYER
